Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,"Smoking - Less Than $25,000",Nevada,8.0,24.9,-0.39,29.9,19.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",New Hampshire,42.0,35.1,1.5,39.7,30.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",New Jersey,6.0,22.1,-0.91,24.7,19.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",New Mexico,13.0,26.9,-0.02,29.8,24.0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",New York,4.0,19.7,-1.35,22.3,17.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",North Carolina,24.0,29.4,0.44,32.0,26.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",North Dakota,20.0,28.0,0.19,32.4,23.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Ohio,43.0,35.4,1.56,38.5,32.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Oklahoma,35.0,33.0,1.11,35.8,30.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Oregon,26.0,30.2,0.59,33.9,26.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Pennsylvania,37.0,34.0,1.3,36.9,31.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Rhode Island,12.0,26.4,-0.11,30.2,22.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",South Carolina,31.0,32.8,1.07,35.3,30.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",South Dakota,37.0,34.0,1.3,38.6,29.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Tennessee,47.0,37.7,1.98,41.6,33.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Texas,2.0,19.1,-1.46,21.3,16.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Utah,3.0,19.6,-1.37,21.8,17.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Vermont,25.0,29.7,0.5,32.8,26.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Virginia,32.0,32.9,1.09,36.0,29.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Washington,18.0,27.8,0.15,31.1,24.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",West Virginia,49.0,38.7,2.0,41.6,35.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Wisconsin,27.0,30.9,0.72,35.0,26.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",Wyoming,36.0,33.6,1.22,39.0,28.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",United States,,27.0,,27.6,26.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Smoking - Less Than $25,000",District of Columbia,,34.5,,40.9,28.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2016,2016 Annual,"Smoking - $25-$49,999",Alabama,43.0,23.5,1.39,26.9,20.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Alaska,32.0,20.7,0.52,26.0,15.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Arizona,15.0,17.9,-0.34,20.8,15.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Arkansas,41.0,23.3,1.33,28.4,18.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",California,2.0,14.2,-1.48,16.2,12.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Colorado,27.0,20.0,0.31,22.5,17.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Connecticut,4.0,15.7,-1.02,18.2,13.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Delaware,42.0,23.4,1.36,27.7,19.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Florida,6.0,16.1,-0.89,18.6,13.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Georgia,22.0,19.5,0.15,23.3,15.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Hawaii,5.0,16.0,-0.93,18.8,13.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Idaho,3.0,14.9,-1.26,17.8,12.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Illinois,7.0,16.6,-0.74,19.8,13.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Indiana,25.0,19.8,0.25,23.0,16.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Iowa,40.0,23.0,1.23,26.2,19.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Kansas,34.0,21.2,0.68,22.7,19.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Kentucky,50.0,28.5,2.0,32.8,24.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Louisiana,38.0,22.4,1.05,26.5,18.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Maine,36.0,22.0,0.93,24.9,19.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Maryland,9.0,17.3,-0.52,21.1,13.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Massachusetts,12.0,17.6,-0.43,20.3,14.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Michigan,46.0,24.2,1.6,27.0,21.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Minnesota,20.0,19.2,0.06,21.1,17.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Mississippi,44.0,23.6,1.42,27.3,19.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Missouri,47.0,25.4,1.97,28.8,22.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Montana,29.0,20.2,0.37,23.4,16.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Nebraska,33.0,21.1,0.65,23.3,19.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Nevada,35.0,21.9,0.89,27.8,16.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",New Hampshire,12.0,17.6,-0.43,20.7,14.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",New Jersey,14.0,17.8,-0.37,20.8,14.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",New Mexico,8.0,17.0,-0.62,20.2,13.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",New York,27.0,20.0,0.31,22.4,17.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",North Carolina,30.0,20.4,0.43,23.4,17.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",North Dakota,44.0,23.6,1.42,27.4,19.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Ohio,39.0,22.6,1.11,25.7,19.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Oklahoma,15.0,17.9,-0.34,20.7,15.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Oregon,18.0,18.6,-0.12,21.8,15.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Pennsylvania,23.0,19.6,0.19,22.8,16.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Rhode Island,19.0,18.7,-0.09,22.2,15.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",South Carolina,26.0,19.9,0.28,22.2,17.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",South Dakota,37.0,22.2,0.99,26.2,18.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Tennessee,30.0,20.4,0.43,23.8,17.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Texas,9.0,17.3,-0.52,20.2,14.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Utah,1.0,12.8,-1.91,14.9,10.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Vermont,11.0,17.4,-0.49,20.0,14.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Virginia,21.0,19.4,0.12,22.3,16.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Washington,17.0,18.3,-0.22,20.6,16.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",West Virginia,49.0,25.6,2.0,28.6,22.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Wisconsin,24.0,19.7,0.22,22.8,16.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",Wyoming,48.0,25.5,2.0,29.9,21.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",District of Columbia,,20.0,,27.4,12.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $25-$49,999",United States,,19.0,,19.6,18.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Alabama,47.0,21.3,1.85,25.1,17.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Alaska,31.0,16.2,0.25,21.1,11.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Arizona,2.0,10.3,-1.6,13.2,7.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Arkansas,11.0,13.9,-0.47,19.0,8.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",California,9.0,13.5,-0.59,16.0,10.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Colorado,16.0,14.3,-0.34,17.1,11.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Connecticut,20.0,14.7,-0.22,17.7,11.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Delaware,45.0,19.3,1.22,24.7,13.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Florida,25.0,15.4,0.0,19.0,11.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Georgia,18.0,14.4,-0.31,18.5,10.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Hawaii,7.0,13.2,-0.69,16.5,9.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Idaho,3.0,10.7,-1.47,13.8,7.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Illinois,25.0,15.4,0.0,19.2,11.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Indiana,13.0,14.1,-0.41,17.4,10.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Iowa,37.0,17.5,0.66,21.2,13.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Kansas,22.0,15.1,-0.09,16.8,13.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Kentucky,49.0,24.0,2.0,29.2,18.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Louisiana,50.0,24.1,2.0,30.0,18.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Maine,29.0,15.8,0.13,18.9,12.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Maryland,27.0,15.5,0.03,19.8,11.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Massachusetts,28.0,15.6,0.06,18.9,12.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Michigan,44.0,19.2,1.19,22.2,16.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Minnesota,14.0,14.2,-0.38,15.9,12.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Mississippi,19.0,14.5,-0.28,18.5,10.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Missouri,48.0,21.7,1.97,26.1,17.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Montana,11.0,13.9,-0.47,17.8,9.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Nebraska,20.0,14.7,-0.22,17.0,12.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Nevada,22.0,15.1,-0.09,20.7,9.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",New Hampshire,32.0,16.3,0.28,19.7,12.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",New Jersey,35.0,17.3,0.59,20.7,13.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",New Mexico,16.0,14.3,-0.34,18.1,10.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",New York,5.0,13.0,-0.75,15.5,10.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",North Carolina,30.0,15.9,0.16,19.3,12.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",North Dakota,40.0,18.0,0.81,21.8,14.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Ohio,42.0,18.6,1.0,22.0,15.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Oklahoma,46.0,20.2,1.5,24.5,15.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Oregon,14.0,14.2,-0.38,17.9,10.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Pennsylvania,36.0,17.4,0.63,21.0,13.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Rhode Island,41.0,18.2,0.88,23.4,12.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",South Carolina,38.0,17.8,0.75,20.8,14.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",South Dakota,34.0,16.7,0.41,20.5,12.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Tennessee,33.0,16.6,0.38,20.4,12.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Texas,4.0,12.3,-0.97,15.4,9.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Utah,1.0,7.1,-2.0,8.7,5.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Vermont,8.0,13.4,-0.63,16.1,10.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Virginia,24.0,15.3,-0.03,18.4,12.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Washington,5.0,13.0,-0.75,15.1,11.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",West Virginia,43.0,19.1,1.16,22.9,15.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Wisconsin,10.0,13.7,-0.53,16.9,10.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",Wyoming,38.0,17.8,0.75,22.4,13.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",District of Columbia,,10.4,,16.2,4.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $50-$74,999",United States,,15.4,,16.1,14.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Alabama,38.0,11.6,0.93,14.0,9.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Alaska,36.0,11.0,0.67,14.0,8.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Arizona,6.0,7.1,-0.97,8.8,5.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Arkansas,40.0,12.2,1.18,15.8,8.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",California,9.0,7.8,-0.67,8.9,6.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Colorado,10.0,8.1,-0.55,9.4,6.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Connecticut,11.0,8.2,-0.51,9.5,6.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Delaware,32.0,10.4,0.42,13.3,7.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Florida,24.0,9.0,-0.17,10.8,7.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Georgia,22.0,8.8,-0.25,10.9,6.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Hawaii,23.0,8.9,-0.21,10.9,6.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Idaho,5.0,6.8,-1.1,8.9,4.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Illinois,32.0,10.4,0.42,12.4,8.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Indiana,30.0,10.1,0.3,12.8,7.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Iowa,17.0,8.5,-0.38,10.2,6.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Kansas,28.0,9.5,0.04,10.5,8.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Kentucky,50.0,15.9,2.0,19.1,12.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Louisiana,43.0,12.7,1.39,15.5,9.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Maine,2.0,6.3,-1.31,7.7,4.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Maryland,31.0,10.3,0.38,12.4,8.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Massachusetts,12.0,8.3,-0.46,9.8,6.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Michigan,36.0,11.0,0.67,12.8,9.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Minnesota,26.0,9.1,-0.13,10.2,8.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Mississippi,44.0,13.0,1.52,16.3,9.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Missouri,20.0,8.7,-0.3,10.7,6.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Montana,14.0,8.4,-0.42,10.7,6.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Nebraska,14.0,8.4,-0.42,9.7,7.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Nevada,14.0,8.4,-0.42,11.4,5.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",New Hampshire,17.0,8.5,-0.38,10.2,6.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",New Jersey,24.0,9.0,-0.17,10.4,7.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",New Mexico,44.0,13.0,1.52,16.3,9.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",New York,27.0,9.4,0.0,10.9,8.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",North Carolina,12.0,8.3,-0.46,10.2,6.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",North Dakota,46.0,13.3,1.65,15.6,11.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Ohio,35.0,10.7,0.55,12.6,8.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Oklahoma,48.0,13.5,1.73,16.5,10.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Oregon,4.0,6.7,-1.14,8.5,5.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Pennsylvania,42.0,12.5,1.31,15.0,10.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Rhode Island,17.0,8.5,-0.38,10.6,6.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",South Carolina,7.0,7.7,-0.72,9.1,6.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",South Dakota,32.0,10.4,0.42,13.0,7.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Tennessee,47.0,13.4,1.69,16.8,9.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Texas,20.0,8.7,-0.3,10.4,7.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Utah,1.0,4.5,-2.0,5.4,3.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Vermont,2.0,6.3,-1.31,7.9,4.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Virginia,28.0,9.5,0.04,11.0,8.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Washington,7.0,7.7,-0.72,8.9,6.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",West Virginia,49.0,14.2,2.0,17.0,11.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Wisconsin,39.0,12.0,1.1,14.5,9.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",Wyoming,41.0,12.3,1.22,15.0,9.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",District of Columbia,,7.6,,10.2,4.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - $75,000 or More",United States,,9.4,,9.7,9.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Alabama,26.0,29.6,0.44,32.4,26.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Alaska,49.0,43.4,2.0,50.2,36.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Arizona,4.0,21.6,-0.86,24.7,18.5,"CDC, Behavioral Risk Factor Surveillance System",2015
